Date;Time;Speed;Course;Altitude;Longitude;Latitude;Temperature;Voltage
21.11.24;06:14:03;0.7;254;194;49.3094483;55.7641116;27.68;16.20
21.11.24;06:14:04;0.7;254;194;49.3094483;55.7641116;27.68;16.20
21.11.24;06:14:05;0.7;254;194;49.3094466;55.76411;27.68;16.20
21.11.24;06:14:06;0.7;254;194;49.3094466;55.76411;27.68;16.20
21.11.24;06:14:08;0.7;254;194;49.3094466;55.76411;27.68;16.20
21.11.24;06:14:10;0.7;25;194;49.3094616;55.7641;27.68;16.20
21.11.24;06:14:11;0.7;270;194;49.3094633;55.764101600000004;27.68;16.20
21.11.24;06:14:12;0.7;171;194;49.3094633;55.7641;27.68;16.20
21.11.24;06:14:13;0.7;215;194;49.3094633;55.7641;27.68;16.20
21.11.24;06:14:15;0.7;229;194;49.3094616;55.7641;27.68;16.20
21.11.24;06:14:16;0.8;221;194;49.30946;55.7641;27.68;16.20
21.11.24;06:14:18;0.8;208;194;49.30946;55.7641;27.68;16.20
21.11.24;06:14:19;0.7;204;194;49.3094583;55.7640966;27.68;16.20
21.11.24;06:14:20;0.7;197;194;49.3094583;55.764095;27.68;16.20
21.11.24;06:14:22;0.7;181;194;49.3094583;55.764095;27.68;16.20
21.11.24;06:14:23;0.8;348;194;49.3094566;55.7640933;27.68;16.20
21.11.24;06:14:25;0.8;29;194;49.3094566;55.764095;27.68;16.20
21.11.24;06:14:26;0.8;46;194;49.3094583;55.7640966;27.68;16.20
21.11.24;06:14:27;0.8;22;194;49.3094583;55.7640983;27.68;16.20
21.11.24;06:14:29;0.8;15;193;49.3094616;55.7641;27.68;16.20
21.11.24;06:14:31;0.8;38;194;49.3094616;55.7641;27.68;16.20
21.11.24;06:14:33;0.7;191;194;49.3094633;55.7641033;27.68;16.20
21.11.24;06:14:34;0.7;36;194;49.309465;55.7641066;27.68;16.20
21.11.24;06:14:36;0.7;36;194;49.3094666;55.7641083;27.68;16.20
21.11.24;06:14:38;0.7;350;194;49.3094666;55.764115;27.68;16.20
21.11.24;06:14:39;0.7;6;194;49.3094616;55.7641183;27.68;16.20
21.11.24;06:14:41;0.7;283;194;49.309455;55.764115;27.68;16.20
21.11.24;06:14:42;0.7;52;194;49.3094533;55.764115;27.68;16.20
21.11.24;06:14:44;0.7;116;194;49.309455;55.7641116;27.68;16.20
21.11.24;06:14:45;0.7;116;194;49.309455;55.7641083;27.68;16.20
21.11.24;06:14:47;0.7;153;194;49.3094516;55.764105;27.68;16.20
21.11.24;06:14:48;0.7;164;194;49.309455;55.764105;27.68;16.20
21.11.24;06:14:50;0.7;263;194;49.3094566;55.764105;27.68;16.20
21.11.24;06:14:51;0.9;263;194;49.30945;55.764105;27.68;16.20
21.11.24;06:14:52;0.9;264;194;49.3094433;55.764105;27.68;16.20
21.11.24;06:14:54;0.9;283;193;49.3094266;55.7641116;27.68;16.20
21.11.24;06:14:56;1.0;304;193;49.3094016;55.7641233;27.68;16.20
21.11.24;06:14:58;1.0;304;193;49.30939;55.76413;27.68;16.20
21.11.24;06:15:00;1.3;278;192;49.3093683;55.7641433;27.68;16.20
21.11.24;06:15:01;1.3;268;192;49.309365;55.7641433;27.68;16.20
21.11.24;06:15:03;1.3;250;192;49.309365;55.7641416;27.68;16.20
21.11.24;06:15:04;1.3;266;192;49.3093783;55.764145;27.68;16.20
21.11.24;06:15:06;1.3;267;192;49.309375;55.764145;27.68;16.20
21.11.24;06:15:07;1.0;117;191;49.30937;55.76414;27.68;16.20
21.11.24;06:15:09;1.0;149;191;49.309375;55.7641366;27.68;16.20
21.11.24;06:15:10;1.0;149;191;49.309375;55.7641366;27.68;16.20
21.11.24;06:15:11;1.1;149;191;49.3093716;55.764135;27.68;16.20
21.11.24;06:15:13;0.8;149;191;49.3093716;55.764135;27.68;16.20
21.11.24;06:15:15;1.0;149;191;49.3093716;55.764135;27.68;16.20
21.11.24;06:15:17;1.0;149;191;49.3093716;55.764135;27.68;16.20
21.11.24;06:15:19;1.0;149;191;49.3093716;55.764135;27.68;16.20
21.11.24;06:15:21;1.0;149;191;49.3093716;55.764135;27.68;16.20
21.11.24;06:15:23;1.0;149;191;49.3093716;55.764135;27.68;16.20
21.11.24;06:15:25;1.1;149;191;49.3093716;55.764135;27.68;16.20
21.11.24;06:15:27;1.1;149;191;49.3093716;55.764135;27.68;16.20
21.11.24;06:15:28;1.0;149;191;49.3093716;55.764135;27.68;16.20
21.11.24;06:15:29;1.0;149;191;49.3093716;55.764135;27.68;16.20
21.11.24;06:15:30;1.0;149;191;49.3093716;55.764135;27.68;16.20
21.11.24;06:15:31;1.0;149;191;49.3093716;55.764135;27.68;16.20
21.11.24;06:15:33;1.0;149;191;49.3093716;55.764135;27.68;16.20
21.11.24;06:15:34;1.0;149;191;49.3093716;55.764135;27.68;16.20
21.11.24;06:15:35;1.0;149;191;49.3093716;55.764135;27.68;16.20
21.11.24;06:15:36;1.0;149;191;49.3093716;55.764135;27.68;16.20
21.11.24;06:15:37;1.0;149;191;49.3093716;55.764135;27.68;16.20
21.11.24;06:15:39;0.8;149;191;49.3093716;55.764135;27.68;16.20
21.11.24;06:15:40;0.8;149;191;49.3093716;55.764135;27.68;16.20
21.11.24;06:15:42;0.8;149;191;49.3093716;55.764135;27.68;16.20
21.11.24;06:15:43;0.8;149;191;49.3093716;55.764135;27.68;16.20
21.11.24;06:15:44;0.8;149;191;49.3093716;55.764135;27.68;16.20
21.11.24;06:15:45;0.8;149;191;49.3093716;55.764135;27.68;16.20
21.11.24;06:15:47;0.8;149;191;49.3093716;55.764135;27.68;16.20
21.11.24;06:15:49;0.8;149;191;49.3093716;55.764135;27.68;16.20
21.11.24;06:15:51;0.8;149;191;49.3093716;55.764135;27.68;16.20
21.11.24;06:15:52;1.0;149;191;49.3093716;55.764135;27.68;16.20
21.11.24;06:15:54;1.0;149;191;49.3093716;55.764135;27.68;16.20
21.11.24;06:15:56;1.0;149;191;49.3093716;55.764135;27.68;16.20
21.11.24;06:15:58;0.9;149;191;49.3093716;55.764135;27.68;16.20
21.11.24;06:16:00;1.0;149;191;49.3093716;55.764135;27.68;16.20
21.11.24;06:16:02;1.0;149;190;49.3093716;55.764135;27.68;16.20
21.11.24;06:16:04;1.0;149;190;49.3093716;55.764135;27.68;16.20
21.11.24;06:16:05;1.0;149;190;49.3093716;55.764135;27.68;16.20
21.11.24;06:16:06;0.9;149;190;49.3093716;55.764135;27.68;16.20
21.11.24;06:16:08;0.7;149;190;49.3093716;55.764135;27.68;16.20
21.11.24;06:16:10;0.7;149;190;49.3093716;55.764135;27.68;16.20
21.11.24;06:16:11;0.7;149;190;49.3093716;55.764135;27.68;16.20
21.11.24;06:16:12;0.7;201;190;49.309393299999996;55.7641416;27.68;16.20
21.11.24;06:16:13;0.7;283;190;49.309393299999996;55.7641416;27.68;16.20
21.11.24;06:16:15;0.8;40;190;49.3093916;55.764145;27.68;16.20
21.11.24;06:16:17;0.8;32;190;49.309393299999996;55.764145;27.68;16.20
21.11.24;06:16:19;0.8;32;190;49.309393299999996;55.764145;27.68;16.20
21.11.24;06:16:20;0.7;352;190;49.309393299999996;55.7641483;27.68;16.20
21.11.24;06:16:21;0.7;352;190;49.309393299999996;55.7641483;27.68;16.20
21.11.24;06:16:22;0.7;350;190;49.309393299999996;55.7641483;27.68;16.20
21.11.24;06:16:23;0.8;156;190;49.3093916;55.76415;27.68;16.20
21.11.24;06:16:24;0.8;180;190;49.3093916;55.7641483;27.68;16.20
21.11.24;06:16:25;0.8;148;190;49.309393299999996;55.7641483;27.68;16.20
21.11.24;06:16:27;0.8;245;190;49.3093916;55.7641466;27.68;16.20
21.11.24;06:16:28;0.9;118;190;49.3093916;55.7641466;27.68;16.20
21.11.24;06:16:30;0.9;85;190;49.3094;55.764145;27.68;16.20
21.11.24;06:16:32;1.2;96;190;49.3094066;55.764145;27.68;16.20
21.11.24;06:16:33;1.2;145;190;49.3094083;55.7641433;27.68;16.20
21.11.24;06:16:35;1.2;238;190;49.309405;55.7641433;27.68;16.20
21.11.24;06:16:37;0.7;156;190;49.3094033;55.7641433;27.68;16.20
21.11.24;06:16:39;0.7;167;190;49.309405;55.7641416;27.68;16.20
21.11.24;06:16:40;0.7;27;190;49.309405;55.7641416;27.68;16.20
21.11.24;06:16:41;0.7;28;190;49.3094066;55.7641416;27.68;16.20
21.11.24;06:16:43;0.7;340;190;49.309405;55.7641416;27.68;16.20
21.11.24;06:16:45;0.7;271;190;49.309405;55.7641416;27.68;16.20
21.11.24;06:16:46;0.7;269;190;49.3094;55.7641416;27.68;16.20
21.11.24;06:16:48;0.7;267;190;49.30939;55.7641383;27.68;16.20
21.11.24;06:16:50;0.7;256;190;49.309385;55.7641366;27.68;16.20
21.11.24;06:16:52;0.7;201;190;49.3093833;55.764135;27.68;16.20
21.11.24;06:16:54;0.7;126;190;49.3093866;55.7641333;27.68;16.20
21.11.24;06:16:55;0.7;126;190;49.3093866;55.7641333;27.68;16.20
21.11.24;06:16:56;0.7;123;190;49.3093916;55.7641333;27.68;16.20
21.11.24;06:16:58;0.7;127;190;49.309393299999996;55.7641333;27.68;16.20
21.11.24;06:16:59;0.7;115;190;49.309395;55.7641333;27.68;16.20
21.11.24;06:17:01;0.7;69;190;49.309395;55.7641333;27.68;16.20
21.11.24;06:17:02;0.7;159;190;49.309395;55.7641316;27.68;16.20
21.11.24;06:17:03;0.7;177;190;49.309395;55.76413;27.68;16.20
21.11.24;06:17:04;0.7;194;190;49.309395;55.76413;27.68;16.20
21.11.24;06:17:06;0.7;182;190;49.309395;55.7641283;27.68;16.20
21.11.24;06:17:08;0.7;183;190;49.309395;55.7641283;27.68;16.20
21.11.24;06:17:09;0.7;228;190;49.309393299999996;55.7641266;27.68;16.20
21.11.24;06:17:10;0.7;237;190;49.309393299999996;55.764125;27.68;16.20
21.11.24;06:17:12;0.7;224;190;49.309393299999996;55.7641233;27.68;16.20
21.11.24;06:17:14;0.7;215;190;49.309393299999996;55.76412;27.68;16.20
21.11.24;06:17:15;0.7;155;189;49.309395;55.7641183;27.68;16.20
21.11.24;06:17:16;0.7;185;189;49.309395;55.7641166;27.68;16.20
21.11.24;06:17:18;0.7;193;189;49.3093966;55.7641166;27.68;16.20
21.11.24;06:17:19;0.7;256;189;49.309395;55.7641166;27.68;16.20
21.11.24;06:17:20;0.7;315;189;49.3093916;55.7641166;27.68;16.20
21.11.24;06:17:22;0.7;304;189;49.3093866;55.7641183;27.68;16.20
21.11.24;06:17:23;0.7;303;189;49.3093833;55.7641183;27.68;16.20
21.11.24;06:17:24;0.7;306;188;49.3093833;55.76412;27.68;16.20
21.11.24;06:17:26;0.7;307;188;49.3093833;55.76412;27.68;16.20
21.11.24;06:17:27;0.9;313;188;49.3093833;55.7641216;27.68;16.20
21.11.24;06:17:28;0.9;225;188;49.3093833;55.7641216;27.68;16.20
21.11.24;06:17:29;0.9;226;188;49.3093833;55.7641216;27.68;16.20
21.11.24;06:17:30;0.9;226;188;49.3093833;55.7641216;27.68;16.20
21.11.24;06:17:32;0.7;241;188;49.3093833;55.7641183;27.68;16.20
21.11.24;06:17:34;0.7;256;188;49.3093866;55.7641216;27.68;16.20
21.11.24;06:17:35;0.7;254;188;49.3093866;55.76412;27.68;16.20
21.11.24;06:17:37;0.7;250;188;49.309385;55.76412;27.68;16.20
21.11.24;06:17:38;0.7;250;188;49.309385;55.76412;27.68;16.20
21.11.24;06:17:40;0.8;257;188;49.30938;55.76412;27.68;16.20
21.11.24;06:17:41;0.8;274;188;49.3093783;55.7641183;27.68;16.20
21.11.24;06:17:43;0.8;2;188;49.3093783;55.7641233;27.68;16.20
21.11.24;06:17:45;0.8;3;188;49.3093783;55.764125;27.68;16.20
21.11.24;06:17:46;0.8;7;188;49.3093816;55.7641283;27.68;16.20
21.11.24;06:17:48;0.7;8;188;49.3093833;55.7641283;27.68;16.20
21.11.24;06:17:49;0.7;20;188;49.3093866;55.7641266;27.68;16.20
21.11.24;06:17:50;0.7;20;188;49.3093866;55.7641266;27.68;16.20
21.11.24;06:17:51;0.7;292;187;49.3093883;55.7641283;27.68;16.20
21.11.24;06:17:52;0.7;353;188;49.3093866;55.7641283;27.68;16.20
21.11.24;06:17:54;0.7;3;188;49.3093883;55.7641316;27.68;16.20
21.11.24;06:17:55;0.7;10;188;49.30939;55.7641333;27.68;16.20
21.11.24;06:17:56;0.7;3;188;49.30939;55.764135;27.68;16.20
21.11.24;06:17:57;0.7;2;188;49.30939;55.7641366;27.68;16.20
21.11.24;06:17:58;0.7;2;188;49.30939;55.7641366;27.68;16.20
21.11.24;06:17:59;0.7;2;188;49.30939;55.7641366;27.68;16.20
21.11.24;06:18:00;0.7;2;187;49.3093916;55.7641383;27.68;16.20
21.11.24;06:18:01;0.7;2;187;49.3093916;55.7641383;27.68;16.20
21.11.24;06:18:02;0.7;2;187;49.3093916;55.7641383;27.68;16.20
21.11.24;06:18:04;0.7;2;187;49.3093916;55.7641383;27.68;16.20
21.11.24;06:18:06;0.7;2;187;49.3093916;55.7641383;27.68;16.20
21.11.24;06:18:07;0.7;2;187;49.3093916;55.7641383;27.68;16.20
21.11.24;06:18:09;0.7;2;187;49.3093916;55.7641383;27.68;16.20
21.11.24;06:18:11;0.7;2;187;49.3093916;55.7641383;27.68;16.20
21.11.24;06:18:12;0.7;2;187;49.3093916;55.7641383;27.68;16.20
21.11.24;06:18:13;0.7;2;188;49.3093916;55.7641383;27.68;16.20
21.11.24;06:18:15;0.7;2;188;49.3093916;55.7641383;27.68;16.20
21.11.24;06:18:16;0.8;2;188;49.3093916;55.7641383;27.68;16.20
21.11.24;06:18:17;0.8;224;188;49.30939;55.764135;27.68;16.20
21.11.24;06:18:18;0.8;222;188;49.3093883;55.764135;27.68;16.20
21.11.24;06:18:19;0.7;241;187;49.3093833;55.7641316;27.68;16.20
21.11.24;06:18:20;0.7;241;188;49.30938;55.76413;27.68;16.20
21.11.24;06:18:22;0.7;238;188;49.30938;55.7641283;27.68;16.20
21.11.24;06:18:24;0.7;230;188;49.309375;55.7641216;27.68;16.20
21.11.24;06:18:25;0.7;236;188;49.3093716;55.7641216;27.68;16.20
21.11.24;06:18:26;0.7;236;188;49.3093716;55.7641216;27.68;16.20
21.11.24;06:18:27;0.7;237;188;49.30937;55.76412;27.68;16.20
21.11.24;06:18:29;0.7;238;188;49.30937;55.76412;27.68;16.20
21.11.24;06:18:31;0.7;166;188;49.3093683;55.76412;27.68;16.20
21.11.24;06:18:33;0.7;193;188;49.30937;55.7641166;27.68;16.20
21.11.24;06:18:34;0.7;175;188;49.30937;55.7641166;27.68;16.20
21.11.24;06:18:36;0.7;177;188;49.3093716;55.7641116;27.68;16.20
21.11.24;06:18:38;0.7;179;188;49.3093716;55.7641116;27.68;16.20
21.11.24;06:18:40;0.7;281;188;49.30937;55.76411;27.68;16.20
21.11.24;06:18:42;0.7;258;188;49.3093683;55.76411;27.68;16.20
21.11.24;06:18:43;0.7;307;188;49.309365;55.76411;27.68;16.20
21.11.24;06:18:45;0.7;320;188;49.3093633;55.7641116;27.68;16.20
21.11.24;06:18:47;0.7;262;188;49.309355;55.76411;27.68;16.20
21.11.24;06:18:49;0.7;218;188;49.3093566;55.76411;27.68;16.20
21.11.24;06:18:51;0.7;216;188;49.309355;55.7641083;27.68;16.20
21.11.24;06:18:52;0.7;224;187;49.3093533;55.7641066;27.68;16.20
21.11.24;06:18:54;0.7;225;187;49.3093516;55.7641066;27.68;16.20
21.11.24;06:18:55;0.8;313;188;49.309355;55.76411;27.68;16.20
21.11.24;06:18:57;0.8;319;188;49.3093566;55.76411;27.68;16.20
21.11.24;06:18:59;0.8;319;188;49.3093566;55.76411;27.68;16.20
21.11.24;06:19:00;0.8;316;188;49.3093566;55.76411;27.68;16.20
21.11.24;06:19:01;0.8;318;187;49.3093566;55.76411;27.68;16.20
21.11.24;06:19:02;0.8;320;187;49.3093566;55.76411;27.68;16.20
21.11.24;06:19:03;0.8;320;187;49.3093566;55.76411;27.68;16.20
21.11.24;06:19:05;0.8;320;187;49.3093566;55.76411;27.68;16.20
21.11.24;06:19:06;0.8;320;187;49.3093566;55.76411;27.68;16.20
21.11.24;06:19:08;0.8;320;187;49.3093566;55.76411;27.68;16.20
21.11.24;06:19:10;0.8;320;187;49.3093566;55.76411;27.68;16.20
21.11.24;06:19:12;0.8;320;187;49.3093566;55.76411;27.68;16.20
21.11.24;06:19:13;0.8;320;187;49.3093566;55.76411;27.68;16.20
21.11.24;06:19:15;0.8;320;187;49.3093566;55.76411;27.68;16.20
21.11.24;06:19:17;0.8;320;188;49.3093566;55.76411;27.68;16.20
21.11.24;06:19:18;0.8;320;188;49.3093566;55.76411;27.68;16.20
21.11.24;06:19:20;0.8;320;188;49.3093566;55.76411;27.68;16.20
21.11.24;06:19:22;0.8;320;188;49.3093566;55.76411;27.68;16.20
21.11.24;06:19:23;0.8;320;188;49.3093566;55.76411;27.68;16.20
21.11.24;06:19:25;0.7;320;188;49.3093566;55.76411;27.68;16.20
21.11.24;06:19:26;0.7;320;188;49.3093566;55.76411;27.68;16.20
21.11.24;06:19:28;0.7;320;188;49.3093566;55.76411;27.68;16.20
21.11.24;06:19:30;0.7;294;188;49.3093633;55.76411;27.68;16.20
21.11.24;06:19:31;0.8;235;188;49.3093633;55.76411;27.68;16.20
21.11.24;06:19:33;0.8;186;188;49.3093633;55.7641083;27.68;16.20
21.11.24;06:19:35;0.8;167;188;49.3093666;55.764101600000004;27.68;16.20
21.11.24;06:19:36;0.8;166;188;49.30937;55.7641;27.68;16.20
21.11.24;06:19:37;0.8;164;189;49.3093716;55.7640966;27.68;16.20
21.11.24;06:19:39;0.8;164;189;49.3093716;55.7640966;27.68;16.20
21.11.24;06:19:41;0.8;166;189;49.30938;55.7640883;27.68;16.20
21.11.24;06:19:43;0.8;163;189;49.309385;55.764085;27.68;16.20
21.11.24;06:19:45;0.8;164;189;49.309385;55.7640833;27.68;16.20
21.11.24;06:19:47;0.8;161;189;49.30939;55.7640833;27.68;16.20
21.11.24;06:19:48;0.8;3;189;49.3093916;55.7640816;27.68;16.20
21.11.24;06:19:50;0.7;188;190;49.3093916;55.7640833;27.68;16.20
21.11.24;06:19:52;0.7;179;190;49.309393299999996;55.76408;27.68;16.20
21.11.24;06:19:53;0.8;158;190;49.309395;55.7640766;27.68;16.20
21.11.24;06:19:55;0.8;158;190;49.309395;55.7640766;27.68;16.20
21.11.24;06:19:56;0.7;133;190;49.3094016;55.764075;27.68;16.20
21.11.24;06:19:57;0.7;147;190;49.3094033;55.7640733;27.68;16.20
21.11.24;06:19:58;0.7;147;190;49.3094033;55.7640733;27.68;16.20
21.11.24;06:20:00;0.7;81;191;49.309425;55.76409;27.68;16.20
21.11.24;06:20:01;0.7;81;191;49.309425;55.76409;27.68;16.20
21.11.24;06:20:03;0.7;120;192;49.3095033;55.7640866;27.68;16.20
21.11.24;06:20:04;0.7;177;192;49.3095116;55.76409;27.68;16.20
21.11.24;06:20:06;0.7;177;192;49.309515;55.7640883;27.68;16.20
21.11.24;06:20:08;0.7;281;192;49.3095133;55.76409;27.68;16.20
21.11.24;06:20:10;0.7;287;192;49.30951;55.7640933;27.68;16.20
21.11.24;06:20:11;0.7;290;192;49.30951;55.7640966;27.68;16.20
21.11.24;06:20:12;0.7;286;192;49.3095116;55.7640983;27.68;16.20
21.11.24;06:20:13;0.7;273;192;49.30951;55.7640983;27.68;16.20
21.11.24;06:20:15;0.7;287;192;49.3095116;55.7641;27.68;16.20
21.11.24;06:20:17;0.7;86;192;49.3095116;55.7641033;27.68;16.20
21.11.24;06:20:19;0.7;341;192;49.3095083;55.7641;27.68;16.20
21.11.24;06:20:21;0.7;320;192;49.3095083;55.764101600000004;27.68;16.20
21.11.24;06:20:22;0.7;329;192;49.3095083;55.7641033;27.68;16.20
21.11.24;06:20:24;0.7;316;192;49.3095083;55.764105;27.68;16.20
21.11.24;06:20:26;0.7;270;192;49.309505;55.7641066;27.68;15.61
21.11.24;06:20:28;0.7;116;192;49.3095083;55.7641033;27.68;15.61
21.11.24;06:20:29;0.7;23;192;49.309565;55.7641766;27.68;15.61
21.11.24;06:20:30;0.7;30;192;49.3096366;55.7642566;27.68;15.61
21.11.24;06:20:32;0.7;76;191;49.309755;55.7643133;27.68;15.61
21.11.24;06:20:34;0.7;177;190;49.3099716;55.7641983;27.68;15.61
21.11.24;06:20:36;0.7;216;189;49.309875;55.7640666;27.68;15.61
21.11.24;06:20:37;0.7;243;185;49.3095616;55.763935000000004;27.68;15.61
21.11.24;06:20:39;0.7;243;185;49.3095616;55.763935000000004;27.68;15.61
21.11.24;06:20:40;0.7;281;185;49.309135;55.7640033;27.68;15.61
21.11.24;06:20:41;0.7;287;185;49.3089483;55.7640483;27.68;15.07
21.11.24;06:20:43;1.2;333;187;49.3088583;55.76433;27.68;15.07
21.11.24;06:20:44;1.2;333;187;49.3088583;55.76433;27.68;15.07
21.11.24;06:20:45;0.8;132;229;49.3094266;55.764445;27.68;15.07
21.11.24;06:20:46;0.8;134;229;49.3097666;55.7643066;27.68;15.07
21.11.24;06:20:47;0.7;138;225;49.31007;55.76411;27.68;15.07
21.11.24;06:20:49;0.7;144;220;49.3103183;55.7638516;27.68;15.07
21.11.24;06:20:50;0.7;144;220;49.3103183;55.7638516;27.68;15.07
21.11.24;06:20:51;0.8;127;213;49.3105666;55.76375;27.68;15.07
21.11.24;06:20:53;0.8;114;215;49.3107666;55.7637616;27.68;15.07
21.11.24;06:20:55;0.8;76;212;49.31084;55.7638783;27.68;15.07
21.11.24;06:20:56;0.7;53;212;49.3108466;55.7639366;27.68;15.07
21.11.24;06:20:58;0.7;282;211;49.3102833;55.7640083;27.68;15.07
21.11.24;06:20:59;0.7;270;211;49.3100216;55.7640033;27.68;15.07
21.11.24;06:21:01;0.7;266;209;49.30974;55.764005;27.68;15.07
21.11.24;06:21:03;0.7;283;202;49.3092283;55.7640883;27.68;15.07
21.11.24;06:21:04;0.7;338;199;49.3089316;55.76447;27.68;15.07
21.11.24;06:21:06;0.7;344;195;49.30895;55.7645883;27.68;14.32
21.11.24;06:21:08;1.0;350;191;49.3090533;55.76463;27.68;14.32
21.11.24;06:21:09;1.0;66;186;49.3092466;55.7645383;27.68;14.32
21.11.24;06:21:10;1.0;66;186;49.3092466;55.7645383;27.68;14.32
21.11.24;06:21:12;0.9;104;186;49.30959;55.7644166;27.68;14.32
21.11.24;06:21:13;0.9;103;186;49.309755;55.764395;27.68;14.32
21.11.24;06:21:14;0.9;104;185;49.3098966;55.7643733;27.68;14.32
21.11.24;06:21:16;0.9;102;185;49.3101783;55.76433;27.68;14.32
21.11.24;06:21:17;0.9;84;186;49.3099666;55.76439;27.68;14.32
21.11.24;06:21:18;0.9;84;186;49.3099666;55.76439;27.68;14.32
21.11.24;06:21:19;0.9;263;185;49.3098616;55.76435;27.68;14.32
21.11.24;06:21:21;0.9;145;184;49.3097166;55.7641516;27.68;13.82
21.11.24;06:21:22;0.9;145;184;49.3097166;55.7641516;27.68;13.82
21.11.24;06:21:23;0.8;146;183;49.3098866;55.76386;27.68;13.82
21.11.24;06:21:24;0.8;138;183;49.3100116;55.7637416;27.68;13.82
21.11.24;06:21:25;0.8;134;183;49.3101533;55.7636316;27.68;13.82
21.11.24;06:21:27;0.8;134;183;49.3101533;55.7636316;27.68;14.34
21.11.24;06:21:28;0.7;111;190;49.3107783;55.76348;27.68;14.34
21.11.24;06:21:29;0.7;111;190;49.3107783;55.76348;27.68;14.34
21.11.24;06:21:31;0.7;71;193;49.311205;55.7636733;27.68;14.34
21.11.24;06:21:33;0.7;48;195;49.3113;55.7638433;27.68;14.34
21.11.24;06:21:34;0.7;357;197;49.3112033;55.764195;27.68;14.34
21.11.24;06:21:36;0.7;323;200;49.31084;55.764355;27.68;14.34
21.11.24;06:21:37;0.7;233;199;49.310585;55.7642733;27.68;14.34
21.11.24;06:21:39;0.7;221;200;49.3103233;55.7642366;27.68;14.34
21.11.24;06:21:40;0.7;213;197;49.3101533;55.7640383;27.68;14.34
21.11.24;06:21:41;0.7;210;200;49.3099483;55.76383;27.68;14.34
21.11.24;06:21:43;0.7;210;200;49.3099483;55.76383;27.68;14.34
21.11.24;06:21:45;0.7;208;197;49.3095966;55.7634833;27.68;14.34
21.11.24;06:21:46;0.7;209;194;49.309545;55.7633633;27.68;14.34
21.11.24;06:21:48;0.8;198;190;49.3094516;55.7631366;27.68;14.34
